variant_index,position,maf,beta,is_causal
750,397114.0,0.0167,0.0,0
751,398886.0,0.0581,0.0,0
752,399027.0,0.0117,0.0,0
753,399240.0,0.0718,0.0,0
754,399321.0,0.0581,0.0,0
755,399418.0,0.1048,0.0,0
756,400250.0,0.3923,0.0,0
757,400366.0,0.2294,0.0,0
758,400658.0,0.0718,0.0,0
759,400671.0,0.0901,0.0,0
760,401380.0,0.4903,0.0,0
761,401401.0,0.1639,0.0,0
762,402659.0,0.1639,0.0,0
763,403968.0,0.39370000000000005,0.0,0
764,405212.0,0.0281,0.0,0
765,405709.0,0.032,0.0,0
766,405861.0,0.0274,0.0,0
767,406602.0,0.1619,0.04593708539412769,1
768,406702.0,0.1619,0.0,0
769,407086.0,0.39359999999999995,0.0,0
770,407888.0,0.0571,0.0,0
771,407995.0,0.2738,0.0,0
772,408159.0,0.0571,0.0,0
773,408439.0,0.1619,0.0,0
774,408818.0,0.1621,0.0,0
775,409545.0,0.1617,0.0,0
776,410127.0,0.0996,0.0,0
777,410296.0,0.0167,0.0,0
778,411089.0,0.0262,0.0,0
779,412978.0,0.0157,-0.025907891386655214,1
780,413119.0,0.0261,0.0,0
781,414077.0,0.3395,-0.04364420928520388,1
782,414333.0,0.3395,0.0,0
783,415227.0,0.3395,0.0,0
784,415287.0,0.3395,0.0,0
785,415653.0,0.3395,0.0,0
786,415771.0,0.3395,0.0,0
787,416353.0,0.0905,0.0,0
788,416462.0,0.3392,0.0,0
789,416961.0,0.33930000000000005,0.0,0
790,417121.0,0.33930000000000005,0.0,0
791,418040.0,0.0437,0.0,0
792,419041.0,0.0141,0.0,0
793,420397.0,0.3273,0.0,0
794,420412.0,0.0276,0.005072131429843718,1
795,420723.0,0.3273,0.0,0
796,421542.0,0.3283,0.0,0
797,422033.0,0.32830000000000004,0.0,0
798,422204.0,0.0324,0.0,0
799,422426.0,0.32830000000000004,0.0,0
800,423394.0,0.3281,0.0,0
801,423823.0,0.35609999999999997,-0.06951887059248522,1
802,423841.0,0.35609999999999997,0.0,0
803,423949.0,0.35609999999999997,0.0,0
804,424427.0,0.1758,0.0,0
805,424871.0,0.1758,0.0,0
806,424914.0,0.1758,0.0,0
807,425036.0,0.1758,0.0,0
808,425140.0,0.17679999999999996,-0.05840934896245336,1
809,425940.0,0.17679999999999996,0.0,0
810,425962.0,0.029,0.0,0
811,426048.0,0.4677,0.0,0
812,426692.0,0.17679999999999996,0.0,0
813,426839.0,0.1832,0.0,0
814,426936.0,0.2466,0.0,0
815,427390.0,0.1838,0.0,0
816,427605.0,0.0414,0.0,0
817,427775.0,0.4607,0.0,0
818,429018.0,0.2457,0.0,0
819,429041.0,0.0275,0.0,0
820,429342.0,0.1905,0.0,0
821,431095.0,0.0566,0.0,0
822,431599.0,0.0151,0.0,0
823,431778.0,0.0325,0.0,0
824,433395.0,0.1901,0.0,0
825,434982.0,0.0254,0.0,0
826,435004.0,0.0574,0.0,0
827,436218.0,0.0261,-0.033904152183802876,1
828,436399.0,0.011,0.0,0
829,437633.0,0.0261,0.0,0
830,438954.0,0.0586,0.0,0
831,439271.0,0.0155,0.0,0
832,439850.0,0.0254,0.0,0
833,441370.0,0.0585,0.0,0
834,441887.0,0.2693,0.0,0
835,445490.0,0.0547,0.0,0
836,449189.0,0.0988,0.0,0
837,449195.0,0.0664,0.0,0
838,449418.0,0.0988,0.0,0
839,449883.0,0.1541,0.0,0
840,450173.0,0.3486,0.0,0
841,450376.0,0.0113,0.0,0
842,450776.0,0.0586,0.0,0
843,450819.0,0.34099999999999997,0.0,0
844,451058.0,0.0276,0.0,0
845,451944.0,0.0155,0.0,0
846,452635.0,0.1058,0.0,0
847,452779.0,0.34099999999999997,0.0,0
848,452801.0,0.34099999999999997,0.0,0
849,453842.0,0.0307,0.0,0
850,454099.0,0.0125,0.0,0
851,454838.0,0.0115,0.0,0
852,455025.0,0.0787,0.0,0
853,455538.0,0.3712,0.0,0
854,455837.0,0.4165,0.0,0
855,455845.0,0.0314,0.0,0
856,456502.0,0.0208,0.0,0
857,457979.0,0.4203,0.0,0
858,458785.0,0.0615,0.0,0
859,459528.0,0.4294,0.0,0
860,459793.0,0.0282,0.0,0
861,459826.0,0.4285,0.0,0
862,460167.0,0.0159,0.0,0
863,460342.0,0.0233,0.0,0
864,460525.0,0.42879999999999996,0.0,0
865,461313.0,0.3242,0.0,0
866,461362.0,0.0129,0.0,0
867,461872.0,0.0125,0.0,0
868,462650.0,0.4804,0.0,0
869,462672.0,0.1249,0.0,0
870,463020.0,0.4804,0.0,0
871,464491.0,0.3025,0.0,0
872,464551.0,0.0639,0.0,0
873,464787.0,0.43799999999999994,0.0,0
874,465011.0,0.178,0.0,0
875,465829.0,0.45089999999999997,0.0,0
876,467597.0,0.3629,0.0,0
877,468119.0,0.44499999999999995,0.0,0
878,469066.0,0.3332,0.0,0
879,469390.0,0.1284,0.0,0
880,474341.0,0.392,0.0,0
881,476291.0,0.033,0.0,0
882,477333.0,0.0354,0.0,0
883,477879.0,0.3631,0.0,0
884,478053.0,0.3631,0.0,0
885,478991.0,0.0281,0.0,0
886,479242.0,0.0574,0.0,0
887,479398.0,0.07240000000000002,0.0,0
888,479559.0,0.0571,0.0,0
889,479588.0,0.0724,0.0,0
890,479652.0,0.0724,0.0,0
891,479987.0,0.0599,0.0,0
892,480368.0,0.0724,0.0,0
893,480485.0,0.07240000000000002,0.0,0
894,481140.0,0.0284,0.0,0
895,481239.0,0.07240000000000002,0.0,0
896,481775.0,0.4202,0.0,0
897,481842.0,0.0115,0.0,0
898,483274.0,0.1594,0.0,0
899,483442.0,0.0773,0.0,0
900,484156.0,0.07730000000000004,0.0,0
901,484268.0,0.0213,0.0,0
902,485641.0,0.0606,0.0,0
903,485825.0,0.0238,0.0,0
904,485900.0,0.0533,0.0,0
905,485914.0,0.0886,0.0,0
906,485917.0,0.0113,0.0,0
907,485981.0,0.0886,0.0,0
908,486520.0,0.2583,0.0,0
909,487032.0,0.0775,0.0,0
910,487575.0,0.0188,0.0,0
911,488835.0,0.0149,0.0,0
912,488903.0,0.0235,0.0,0
913,488904.0,0.014900000000000024,0.0,0
914,489213.0,0.0476,0.0,0
915,489725.0,0.3233,0.0,0
916,490111.0,0.0113,0.0,0
917,490139.0,0.011299999999999977,0.0,0
918,490717.0,0.3233,0.0,0
919,491826.0,0.0113,0.0,0
920,492109.0,0.011299999999999977,0.0,0
921,492252.0,0.0139,0.0,0
922,493727.0,0.0133,0.0,0
923,494289.0,0.112,0.0,0
924,494343.0,0.12529999999999997,0.0,0
925,494678.0,0.112,0.0,0
926,495010.0,0.112,0.0,0
927,495468.0,0.12660000000000005,0.0,0
928,495546.0,0.12660000000000005,0.0,0
929,495981.0,0.1266,0.0,0
930,496295.0,0.0238,0.0,0
931,496803.0,0.2086,0.0,0
932,496857.0,0.2219,0.0,0
933,497649.0,0.0255,0.0,0
934,498029.0,0.0188,0.06446788066923892,1
935,498164.0,0.22199999999999998,0.0,0
936,498690.0,0.0274,0.0,0
937,499343.0,0.0135,0.0,0
938,499409.0,0.0121,0.0,0
939,499630.0,0.0113,0.0,0
940,499786.0,0.11,0.0,0
941,499934.0,0.0275,0.0,0
942,500013.0,0.0943,0.0,0
943,500694.0,0.0558,0.0,0
944,500951.0,0.16159999999999997,0.0,0
945,501331.0,0.104,0.0,0
946,501522.0,0.0236,0.0,0
947,504248.0,0.2981,0.0,0
948,504622.0,0.0844,0.0,0
949,505788.0,0.1238,0.0,0
950,506193.0,0.0345,0.0,0
951,506208.0,0.0509,0.0,0
952,506446.0,0.2158,0.0,0
953,506939.0,0.0509,0.0,0
954,507406.0,0.0157,0.0,0
955,507496.0,0.1238,-0.10051562958859213,1
956,508000.0,0.0147,0.0,0
957,508012.0,0.2159,0.0,0
958,508150.0,0.0222,-0.0004387399252106737,1
959,509063.0,0.1253,0.0,0
960,510731.0,0.0478,0.0,0
961,511747.0,0.1539,0.0,0
962,512691.0,0.13590000000000002,0.0,0
963,512813.0,0.3132,0.0,0
964,513747.0,0.4755,0.0,0
965,513874.0,0.0308,0.0,0
966,514172.0,0.0255,0.0,0
967,514717.0,0.13649999999999995,0.0,0
968,514823.0,0.0339,0.0,0
969,514864.0,0.1365,0.0,0
970,515330.0,0.0498,0.0,0
971,515797.0,0.0112,0.0,0
972,516942.0,0.1367,0.0,0
973,517061.0,0.0452,0.0,0
974,519162.0,0.0231,0.0,0
975,520057.0,0.1471,0.0,0
976,521378.0,0.1471,0.0,0
977,521478.0,0.0582,0.0,0
978,522543.0,0.1471,0.0,0
979,523930.0,0.06599999999999995,0.0,0
980,524108.0,0.0138,0.0,0
981,524906.0,0.0451,0.0,0
982,524915.0,0.06599999999999995,0.0,0
983,525492.0,0.066,0.0,0
984,525836.0,0.05820000000000003,0.0,0
985,526360.0,0.0582,0.0,0
986,526803.0,0.0119,0.0,0
987,527124.0,0.016199999999999992,0.0,0
988,527144.0,0.016199999999999992,0.0,0
989,527625.0,0.0162,0.0,0
990,528428.0,0.0499,0.0,0
991,528715.0,0.016199999999999992,0.0,0
992,529622.0,0.016199999999999992,0.0,0
993,529903.0,0.2576,0.0,0
994,530771.0,0.0162,0.0,0
995,531209.0,0.0255,0.0,0
996,531378.0,0.016199999999999992,0.0,0
997,531488.0,0.0394,0.0,0
998,533397.0,0.0106,0.0,0
999,534917.0,0.4204,0.0,0
1000,537260.0,0.1271,0.0,0
1001,538616.0,0.0447,0.0,0
1002,538687.0,0.1235,0.0,0
1003,539042.0,0.1155,0.0,0
1004,539840.0,0.027,0.0,0
1005,541142.0,0.0256,0.0,0
1006,541733.0,0.0107,0.0,0
1007,542384.0,0.0232,0.0,0
1008,543889.0,0.1344,0.0,0
1009,544778.0,0.2027,0.0,0
1010,546333.0,0.0781,0.0,0
1011,548783.0,0.022,0.0,0
1012,549060.0,0.0228,0.0,0
1013,552039.0,0.0448,0.0,0
1014,552726.0,0.1767,0.0,0
1015,554214.0,0.0377,0.0,0
1016,554480.0,0.1221,0.0,0
1017,554847.0,0.4614,0.0,0
1018,556469.0,0.014,0.0,0
1019,558052.0,0.2264,0.0,0
1020,558439.0,0.0101,0.0,0
1021,558974.0,0.1476,0.0,0
1022,559937.0,0.0208,0.0,0
1023,561418.0,0.47,0.0,0
1024,564408.0,0.4916,0.0,0
1025,564499.0,0.49160000000000004,0.0,0
1026,564696.0,0.1249,0.0,0
1027,565862.0,0.493,0.0,0
1028,566248.0,0.4928,0.0,0
1029,567010.0,0.1461,0.0,0
1030,567350.0,0.4086,0.0,0
1031,567519.0,0.0267,0.0,0
1032,567861.0,0.1461,0.0,0
1033,568178.0,0.4915,0.0,0
1034,568302.0,0.0279,0.0,0
1035,568379.0,0.0267,0.0,0
1036,568490.0,0.4845,0.015303451249293649,1
1037,568711.0,0.0633,0.0,0
1038,569001.0,0.1539,0.0,0
1039,569105.0,0.0233,0.0,0
1040,569488.0,0.0155,0.0,0
1041,569874.0,0.0581,0.0,0
1042,569999.0,0.0287,0.0,0
1043,570756.0,0.0448,0.0,0
1044,572724.0,0.2802,0.0,0
1045,573347.0,0.014,0.0,0
1046,575561.0,0.3993,0.0,0
1047,575874.0,0.4103,0.0,0
1048,576008.0,0.3605,0.0,0
1049,577584.0,0.0155,0.0,0
1050,577591.0,0.1428,0.0,0
1051,577742.0,0.3749,0.0,0
1052,578652.0,0.3751,0.0,0
1053,578755.0,0.058,0.0,0
1054,579948.0,0.4157,0.0,0
1055,581009.0,0.072,0.0,0
1056,582407.0,0.0127,0.0,0
1057,584410.0,0.4775,0.0,0
1058,584850.0,0.4505,0.0,0
1059,584941.0,0.4775,0.0,0
1060,585431.0,0.2459,0.0,0
1061,586394.0,0.4687,0.0,0
1062,586655.0,0.4505,0.0,0
1063,587182.0,0.2721,0.0,0
1064,587355.0,0.45209999999999995,0.0,0
1065,587726.0,0.0742,0.0,0
1066,587843.0,0.0742,0.0,0
1067,587993.0,0.4517,0.0,0
1068,592395.0,0.2609,0.0,0
1069,592447.0,0.0804,0.0,0
1070,592871.0,0.1789,0.0,0
1071,593199.0,0.0104,0.0,0
1072,593779.0,0.4833,0.0,0
1073,596168.0,0.0114,0.0,0
1074,596499.0,0.0793,0.0,0
1075,597294.0,0.0159,0.0350652856632222,1
1076,597848.0,0.3066,0.0,0
1077,599918.0,0.4628,0.0,0
1078,600779.0,0.2612,0.0,0
1079,600966.0,0.0264,0.0,0
1080,601945.0,0.2613,0.0,0
1081,603019.0,0.23540000000000005,0.0,0
1082,603116.0,0.2312,0.0,0
1083,603715.0,0.4247,0.0,0
1084,605120.0,0.0625,0.0,0
1085,605376.0,0.0118,0.0,0
1086,605424.0,0.0148,0.0,0
1087,605879.0,0.2312,0.0,0
1088,607080.0,0.226,0.0,0
1089,608128.0,0.2316,0.0,0
1090,608584.0,0.3188,0.0,0
1091,608929.0,0.4541,0.0,0
1092,609658.0,0.079,0.0,0
1093,610006.0,0.0487,0.0,0
1094,611191.0,0.0137,0.0,0
1095,611854.0,0.0133,0.0,0
1096,612087.0,0.023,0.0,0
1097,614264.0,0.0109,0.0,0
1098,614724.0,0.48650000000000004,0.0,0
1099,615162.0,0.1696,0.0,0
1100,615477.0,0.3421,0.0,0
1101,615625.0,0.1696,0.0,0
1102,616470.0,0.4543,0.0,0
1103,616930.0,0.1421,0.0,0
1104,618714.0,0.3134,0.0,0
1105,620237.0,0.49470000000000003,0.0,0
1106,620559.0,0.315,0.0,0
1107,620833.0,0.49529999999999996,0.0,0
1108,621152.0,0.49529999999999996,0.0,0
1109,621329.0,0.4968,-0.007009215975594546,1
1110,621597.0,0.1798,0.0,0
1111,621710.0,0.49570000000000003,0.0,0
1112,622260.0,0.49570000000000003,0.0,0
1113,622392.0,0.0383,0.0,0
1114,623215.0,0.49129999999999996,0.0,0
1115,625504.0,0.2721,0.0,0
1116,625841.0,0.0123,0.0,0
1117,627404.0,0.3808,0.0,0
1118,628001.0,0.384,0.0,0
1119,628345.0,0.0124,0.0,0
1120,628604.0,0.0965,0.08035294067891452,1
1121,629213.0,0.2052,0.0,0
1122,629270.0,0.3779,0.0,0
1123,629703.0,0.3779,0.0,0
1124,630101.0,0.2277,0.0,0
1125,630181.0,0.3779,0.0,0
1126,630431.0,0.3781,0.0,0
1127,631225.0,0.3781,0.0,0
1128,631514.0,0.3788,0.0,0
1129,631693.0,0.3788,0.0,0
1130,631706.0,0.3788,0.0,0
1131,632353.0,0.3681,0.0,0
1132,633302.0,0.3775,0.0,0
1133,633877.0,0.0268,0.0,0
1134,634015.0,0.116,0.0,0
1135,634199.0,0.116,0.0,0
1136,635086.0,0.3065,0.0,0
1137,635604.0,0.2575,-0.04254104974700658,1
1138,636855.0,0.1802,0.0,0
1139,637116.0,0.2678,0.0,0
1140,638490.0,0.4532,0.0,0
1141,639497.0,0.1806,0.0,0
1142,640274.0,0.0275,0.0,0
1143,640333.0,0.3505,0.0,0
1144,640527.0,0.1806,0.0,0
1145,640669.0,0.028,0.0,0
1146,640878.0,0.4549,0.0,0
1147,642064.0,0.213,0.0,0
1148,642144.0,0.1806,0.0,0
1149,642313.0,0.3642,0.0,0
1150,643714.0,0.2422,0.0,0
1151,644092.0,0.1884,0.0,0
1152,644164.0,0.1884,0.0,0
1153,644442.0,0.2422,0.0,0
1154,644613.0,0.2086,0.0,0
1155,644624.0,0.1802,0.0,0
1156,644789.0,0.0256,0.0,0
1157,645399.0,0.017,0.0,0
1158,645566.0,0.3858,0.0,0
1159,645876.0,0.4114,0.0,0
1160,645954.0,0.2145,-0.054378432140017856,1
1161,646084.0,0.21450000000000002,0.0,0
1162,646217.0,0.2145,0.0,0
1163,646254.0,0.21450000000000002,0.0,0
1164,646478.0,0.186,0.0,0
1165,646730.0,0.0383,0.0,0
1166,647158.0,0.4111,0.0,0
1167,647222.0,0.1859,0.0,0
1168,649104.0,0.028,0.0,0
1169,649241.0,0.0314,0.0,0
1170,650877.0,0.1859,0.0,0
1171,651587.0,0.201,0.0,0
1172,652346.0,0.0268,0.0,0
1173,652494.0,0.0383,0.0,0
1174,652981.0,0.2248,0.0,0
1175,652987.0,0.3526,0.0,0
1176,653282.0,0.2012,0.0,0
1177,653433.0,0.0317,0.0,0
1178,653514.0,0.2367,0.0,0
1179,653569.0,0.0135,0.0,0
1180,653617.0,0.0285,0.0,0
1181,653707.0,0.3526,0.0,0
1182,653809.0,0.4615,0.0,0
1183,654573.0,0.186,0.0,0
1184,655140.0,0.0758,0.0,0
1185,655179.0,0.4585,0.0,0
1186,655649.0,0.3515,0.0,0
1187,655698.0,0.0617,0.013851911843421936,1
1188,656235.0,0.3936,0.0,0
1189,657126.0,0.0876,0.0,0
1190,658519.0,0.0244,0.0,0
1191,658619.0,0.1226,0.0,0
1192,660175.0,0.079,0.0,0
1193,660245.0,0.0543,0.0,0
1194,660442.0,0.0876,0.0,0
1195,661054.0,0.1265,0.0,0
1196,661451.0,0.12649999999999995,0.0,0
1197,661909.0,0.3547,0.0,0
1198,661935.0,0.0247,0.0,0
1199,662477.0,0.1013,0.0,0
1200,663991.0,0.0339,0.0,0
1201,664548.0,0.135,0.0,0
1202,664653.0,0.0406,0.0,0
1203,665076.0,0.38160000000000005,0.0,0
1204,665474.0,0.1995,0.0,0
1205,666001.0,0.135,0.0,0
1206,666106.0,0.135,0.0,0
1207,668387.0,0.0706,0.0,0
1208,668517.0,0.1294,0.0,0
1209,669808.0,0.0233,0.0,0
1210,670863.0,0.1294,0.0,0
1211,671921.0,0.1994,0.0,0
1212,673044.0,0.1294,0.0012257863328317944,1
1213,673151.0,0.1502,0.0,0
1214,674002.0,0.1294,0.0,0
1215,674178.0,0.1983,0.0,0
1216,674491.0,0.1541,0.0,0
1217,674504.0,0.1864,0.0,0
1218,675579.0,0.0563,0.0,0
1219,676307.0,0.1294,0.0,0
1220,676609.0,0.1294,0.05045439575682658,1
1221,676916.0,0.1294,0.0,0
1222,677005.0,0.12939999999999996,0.0,0
1223,677638.0,0.013,0.0,0
1224,677683.0,0.2814,0.0,0
1225,677830.0,0.2814,0.0,0
1226,678189.0,0.2814,0.0,0
1227,678409.0,0.113,0.0,0
1228,678434.0,0.1294,0.0,0
1229,678694.0,0.0211,0.0,0
1230,679480.0,0.0247,0.0,0
1231,680216.0,0.2932,0.0,0
1232,680236.0,0.29769999999999996,0.0,0
1233,680256.0,0.2977,0.0,0
1234,680338.0,0.2977,0.0,0
1235,680637.0,0.0371,0.0,0
1236,681113.0,0.2977,0.0,0
1237,681298.0,0.29769999999999996,0.0,0
1238,681993.0,0.3024,0.0,0
1239,682122.0,0.1135,0.0,0
1240,682163.0,0.3024,0.0,0
1241,683298.0,0.3024,0.0,0
1242,685090.0,0.0687,0.0,0
1243,686454.0,0.1266,0.0,0
1244,687186.0,0.0233,0.0,0
1245,687293.0,0.1511,0.0,0
1246,688090.0,0.3354,0.0,0
1247,688397.0,0.0687,0.0,0
1248,688715.0,0.4256,0.0,0
1249,689307.0,0.4317,-0.06460440036976119,1
1250,689666.0,0.4317,0.0,0
1251,690676.0,0.3603,0.0,0
1252,691082.0,0.1511,0.0,0
1253,691222.0,0.1569,0.0,0
1254,691923.0,0.0136,0.0,0
1255,692479.0,0.1524,0.0,0
1256,692746.0,0.0898,0.0,0
1257,693456.0,0.0898,0.0,0
1258,693913.0,0.27390000000000003,0.0,0
1259,694384.0,0.0323,0.0,0
1260,696173.0,0.1611,0.0,0
1261,696307.0,0.2691,0.0,0
1262,696648.0,0.0365,0.0,0
1263,697977.0,0.2654,0.0,0
1264,699643.0,0.178,0.0,0
1265,699644.0,0.0464,0.0,0
1266,700143.0,0.0322,-0.09479069575409385,1
1267,702764.0,0.42610000000000003,0.0,0
1268,703235.0,0.0235,0.0,0
1269,703481.0,0.0348,0.0,0
1270,705293.0,0.4178,0.0,0
1271,706208.0,0.0372,0.0,0
1272,706336.0,0.3086,0.0,0
1273,706758.0,0.0471,0.0,0
1274,708083.0,0.0788,0.004224544288561814,1
1275,708119.0,0.1238,0.055810336389157236,1
1276,708135.0,0.0337,0.0,0
1277,708251.0,0.0798,0.0,0
1278,708495.0,0.0372,0.0,0
1279,708551.0,0.0482,0.0,0
1280,708940.0,0.3751,0.0,0
1281,709730.0,0.0788,0.0,0
1282,709986.0,0.0973,0.0,0
1283,710023.0,0.3751,0.0,0
1284,710466.0,0.4538,0.0,0
1285,712473.0,0.1983,0.0,0
1286,712634.0,0.4538,0.0,0
1287,713047.0,0.0797,0.0,0
1288,713385.0,0.0177,0.0,0
1289,713611.0,0.022,0.0,0
1290,714888.0,0.4623,0.0,0
1291,715380.0,0.0177,0.0,0
1292,715610.0,0.4643,0.0,0
1293,715711.0,0.46430000000000005,0.0,0
1294,718375.0,0.0956,0.0,0
1295,718539.0,0.0245,0.0,0
1296,719058.0,0.0682,0.0,0
1297,719329.0,0.0223,0.0,0
1298,719688.0,0.2071,0.0,0
1299,719744.0,0.20709999999999995,0.0,0
1300,720710.0,0.1117,-0.04418155928177685,1
1301,720917.0,0.0954,0.0,0
1302,721428.0,0.0961,0.0,0
1303,721453.0,0.121,0.0,0
1304,721625.0,0.0604,0.0,0
1305,722428.0,0.0469,0.0,0
1306,722725.0,0.1765,0.0,0
1307,722925.0,0.2975,0.0,0
1308,723388.0,0.0961,0.0,0
1309,724038.0,0.045,0.0,0
1310,724228.0,0.0964,0.0,0
1311,724925.0,0.2872,0.0,0
1312,725537.0,0.1212,0.0,0
1313,726671.0,0.0622,0.0,0
1314,727317.0,0.1788,0.0,0
1315,727494.0,0.17879999999999996,0.0,0
1316,727613.0,0.0878,-0.0723544288404701,1
1317,728350.0,0.0434,0.0,0
1318,729831.0,0.0434,0.0,0
1319,730488.0,0.0417,0.0,0
1320,731681.0,0.0185,0.0,0
1321,731892.0,0.44089999999999996,0.012386864903904672,1
1322,732027.0,0.0644,0.0,0
1323,732116.0,0.0644,0.0,0
1324,732317.0,0.0338,0.0,0
1325,732566.0,0.0644,0.0,0
1326,733067.0,0.0365,0.0,0
1327,733645.0,0.4416,-0.11631272200303888,1
1328,734542.0,0.1834,0.0,0
1329,734777.0,0.1104,0.0,0
1330,734980.0,0.037,0.0,0
1331,735662.0,0.0308,-0.10323382940450641,1
1332,736046.0,0.2932,0.0,0
1333,736613.0,0.2932,0.0,0
1334,736954.0,0.0667,0.0,0
1335,738141.0,0.039,0.0,0
1336,738381.0,0.1503,0.0,0
1337,739549.0,0.4454,0.0,0
1338,740081.0,0.44730000000000003,0.0,0
1339,740450.0,0.0688,0.0,0
1340,740541.0,0.44730000000000003,0.0,0
1341,740972.0,0.1222,0.0,0
1342,741000.0,0.482,0.0,0
1343,741469.0,0.48019999999999996,0.0,0
1344,742178.0,0.1611,0.0,0
1345,743203.0,0.48219999999999996,0.0,0
1346,743409.0,0.0119,0.0,0
1347,744853.0,0.0327,0.0,0
1348,746767.0,0.0544,0.0,0
1349,746808.0,0.0392,-0.1325883443095845,1
1350,748475.0,0.0681,0.0,0
1351,749203.0,0.2142,0.0,0
1352,749689.0,0.2677,0.0,0
1353,750037.0,0.039,0.0,0
1354,750177.0,0.3628,-0.07220134761691953,1
1355,750899.0,0.21450000000000002,0.0,0
1356,751964.0,0.039,0.0,0
1357,752658.0,0.21450000000000002,0.0,0
1358,753021.0,0.0681,0.0,0
1359,755177.0,0.0344,0.0,0
1360,756856.0,0.2649,0.0,0
1361,757219.0,0.0502,0.0,0
1362,758112.0,0.1963,0.0,0
1363,759099.0,0.0315,0.0,0
1364,760116.0,0.3121,0.0,0
1365,760644.0,0.0245,0.0,0
1366,760701.0,0.1048,0.0,0
1367,762539.0,0.3571,-0.05745522774722677,1
1368,763655.0,0.2258,0.0,0
1369,763968.0,0.021,0.0,0
1370,764828.0,0.0848,0.0,0
1371,765220.0,0.0316,0.0,0
1372,765313.0,0.1234,0.0,0
1373,765639.0,0.1595,0.0,0
1374,765673.0,0.22529999999999994,0.0,0
1375,765844.0,0.22529999999999994,0.0,0
1376,767011.0,0.2197,0.0,0
1377,767567.0,0.2477,0.0,0
1378,767817.0,0.0584,0.0,0
1379,768223.0,0.0401,0.0,0
1380,768300.0,0.16879999999999995,0.0,0
1381,768721.0,0.0177,0.0,0
1382,769528.0,0.0368,0.0,0
1383,770290.0,0.2099,0.0,0
1384,770323.0,0.221,0.0,0
1385,771218.0,0.2798,0.0,0
1386,771574.0,0.0611,0.0,0
1387,771802.0,0.2199,0.0,0
1388,771806.0,0.063,0.0,0
1389,771941.0,0.0151,0.0,0
1390,772108.0,0.2199,0.0,0
1391,773025.0,0.1228,0.0,0
1392,773267.0,0.0584,0.0,0
1393,773948.0,0.2649,0.0,0
1394,774923.0,0.0685,0.0,0
1395,774968.0,0.1228,0.0,0
1396,775400.0,0.2081,0.0,0
1397,777294.0,0.1512,0.0,0
1398,777323.0,0.1512,0.0,0
1399,777893.0,0.1027,0.0,0
1400,778247.0,0.1512,0.0,0
1401,779804.0,0.1512,0.0,0
1402,780369.0,0.3397,0.0,0
1403,780903.0,0.0342,0.0,0
1404,781756.0,0.0267,0.0,0
1405,781824.0,0.0584,0.0,0
1406,783850.0,0.3318,0.0,0
1407,784469.0,0.3318,0.0,0
1408,785114.0,0.0365,0.0,0
1409,785263.0,0.1534,0.0,0
1410,786668.0,0.3073,0.0,0
1411,787844.0,0.2735,0.0,0
1412,789084.0,0.0445,0.0,0
1413,789331.0,0.2739,-0.01513057444029306,1
1414,790649.0,0.0628,0.0,0
1415,792545.0,0.1154,0.0,0
1416,793041.0,0.0127,0.0,0
1417,793939.0,0.0709,0.0,0
1418,794326.0,0.0709,0.0,0
1419,794568.0,0.3901,0.0,0
1420,794714.0,0.0102,0.0,0
1421,794856.0,0.0129,0.0,0
1422,795834.0,0.0235,0.0,0
1423,795959.0,0.062,0.0,0
1424,796937.0,0.0607,0.0,0
1425,797148.0,0.3524,0.0,0
1426,797741.0,0.0212,0.0,0
1427,798037.0,0.0263,-0.016163081107853652,1
1428,801037.0,0.0532,0.0,0
1429,801079.0,0.0101,0.0017955392776225591,1
1430,802734.0,0.0235,0.0,0
1431,803037.0,0.0308,0.0,0
1432,803157.0,0.3868,0.0,0
1433,803782.0,0.2684,0.0,0
1434,804025.0,0.0895,0.0,0
1435,804907.0,0.0894,0.0,0
1436,805513.0,0.0894,0.00025206182509222847,1
1437,805846.0,0.1772,0.0,0
1438,807153.0,0.0479,0.0,0
1439,808006.0,0.4,0.0,0
1440,808410.0,0.017,0.0,0
1441,808679.0,0.3356,0.0,0
1442,809937.0,0.1098,0.0,0
1443,810412.0,0.0186,0.0,0
1444,811762.0,0.157,0.0,0
1445,812296.0,0.0583,0.0,0
1446,812350.0,0.0391,0.0,0
1447,812387.0,0.3846,0.0,0
1448,813687.0,0.0185,0.0,0
1449,814553.0,0.0168,0.0,0
1450,815068.0,0.0788,0.0,0
1451,815566.0,0.023,0.0,0
1452,815788.0,0.0355,0.0,0
1453,816644.0,0.0957,0.0,0
1454,816701.0,0.031,0.0,0
1455,816768.0,0.2644,0.0,0
1456,817555.0,0.0201,0.0,0
1457,818122.0,0.0904,0.0,0
1458,818864.0,0.4958,0.0,0
1459,820323.0,0.0216,0.0,0
1460,820769.0,0.3775,0.0,0
1461,821939.0,0.0269,0.0,0
1462,822138.0,0.45420000000000005,0.0,0
1463,823367.0,0.3257,0.0,0
1464,824298.0,0.439,0.0,0
1465,824764.0,0.0141,0.0,0
1466,824856.0,0.43910000000000005,0.0,0
1467,825493.0,0.2134,0.0,0
1468,825701.0,0.0302,-0.07994014888233988,1
1469,826020.0,0.39449999999999996,-0.07521437499668857,1
1470,826913.0,0.0447,0.0,0
1471,827334.0,0.0158,0.0,0
1472,827727.0,0.3788,0.0,0
1473,828004.0,0.082,0.0,0
